Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
10,0.043328676,0.011646002,0.052350555,0.060838982,0.15796638,0.09812872,0.08440372,0.05079688,0.049707614,0.017321344,0.061920844,0.08416242,0.03734515,0.03772725,0.030994665,0.01895278,0.05960013,0.050716765,0.064375,0.01199927,0.014350107,0.047288503,0.026185513,0.065197,0.0007428309,0.031763375,0.011579627
11,0.036693215,0.019578787,0.019490862,0.011969478,0.019230215,0.07258816,0.05531822,0.14515339,0.08140295,0.03350101,0.0145833315,0.04320087,0.038088195,0.05833058,0.04168524,0.008759132,0.011686252,0.015776776,0.006480242,0.023197535,0.0022376566,0.021467865,0.030639453,0.04278014,0.020584036,0.061180912,0.0068888846
12,0.018615417,0.014461605,0.011537829,0.0016505666,0.00074937864,0.021002458,0.013396196,0.013213862,0.015520741,0.023410428,0.04528868,0.004686702,0.0032985348,0.031124182,0.08534192,0.0087955,0.01884904,0.008653764,0.012680279,0.059805207,0.130558,0.014774547,0.0049452456,0.04354269,0.041667704,0.028794454,0.013617096
13,0.016834462,0.0013434564,0.0062864386,0.028260462,0.039108824,0.03350592,0.05393402,0.01958996,0.04820595,0.015367144,0.039457254,0.0044194134,0.016607786,0.00093148346,0.0019372026,0.043474022,0.085777536,0.026407469,0.022941833,0.009726583,0.017314529,0.015868366,0.014647622,0.025293365,0.004126018,0.011963462,0.025750771
14,0.014065739,0.026094481,0.01964378,0.010223459,0.003103492,0.011235557,0.002388372,0.0075185252,0.013847903,0.0049753436,0.004799083,0.0076264134,0.009470076,0.0007975484,0.0062149884,0.0065464796,0.012952412,0.051113766,0.009524237,0.010041585,0.0053032637,0.0061587263,0.021333463,0.028488478,0.013354219,0.011669218,0.0012350129
15,0.048570093,0.034789514,0.008562418,0.00925361,0.035540454,0.028875677,0.021827433,0.017183255,0.02511086,0.0077636503,0.0049293176,0.012738643,0.005987947,0.0021505211,0.0017965909,0.0077855694,0.0031277924,0.022399064,0.034350432,0.025247073,0.016781824,0.029955188,0.024032224,0.052227788,0.022485074,0.013618122,5.548523e-05
16,0.018529128,0.036830407,0.05877976,0.011232666,0.00082904316,0.004788296,0.0071701473,0.023004679,0.012312876,0.011779808,0.010134312,0.01132387,0.0077854646,0.004392328,0.021514824,0.024404703,0.019562123,0.014607799,0.019064615,0.025243333,0.006718354,0.0013602867,0.016631868,0.106306225,0.0018676061,0.019237662,0.011021216
17,0.009217622,0.0013828699,0.009376806,0.00630519,0.0055215154,0.025221903,0.034680255,0.022788094,0.015009131,0.01533355,0.015993569,0.039171327,0.025213782,0.021935688,0.0016011619,0.019698353,0.008459657,0.05488325,0.08075678,0.049769763,0.014452903,0.013805392,0.010211285,0.034529373,0.034645565,0.03839404,0.040795423
18,0.016685694,0.016852602,0.031217799,0.013934317,0.051340725,0.008448779,0.017933322,0.012948572,0.014014899,0.025855424,0.0060329884,0.007928727,0.0046135755,0.0031828391,0.011336704,0.003731207,0.0014790734,0.0076880828,0.012980909,0.007778897,0.01000951,0.00466793,0.0016985557,0.0019776188,0.006074096,0.0036578728,0.048591495
19,0.002550365,0.022342436,0.01456068,0.001109674,0.00666621,0.002191984,0.024396997,0.014370946,0.007032687,0.0014782713,0.0019472926,0.001365998,0.0033738133,0.0047372608,0.006833069,0.007180736,0.027220335,0.043964133,0.010630788,0.0048140427,0.0002059903,0.0040168804,0.0036247992,0.0048282137,0.0045228247,0.0017713932,0.0056287986
20,0.021965932,0.018200152,0.0033090455,0.005599931,0.020092886,0.029465264,0.0015996991,0.007962926,0.011715475,0.020661984,0.029572524,0.006481655,0.002004194,0.002580971,0.011751007,0.009291239,0.0051774676,0.0043654563,0.010804814,0.011031838,0.013656614,0.009140465,0.009804544,0.0054400694,0.00557086,0.0041327244,0.017935447
21,0.005619105,0.0016551535,0.0052857795,0.011187564,0.014716594,0.009635156,0.011022781,0.014810415,0.002485965,0.0016014784,0.0050065666,0.010346556,0.007564901,0.02118589,0.016727282,0.013703861,0.0072150007,0.020871349,0.0037191492,0.003619852,0.005201886,0.01733493,0.00611012,0.014259992,0.016320342,0.004563817,0.0515027
22,0.005824652,0.014958302,0.009874744,0.004890466,0.007972019,0.001605531,0.0027428044,0.0064062467,0.0023207485,0.0030070993,0.0054890886,0.0025106063,0.0010835197,0.0051240027,0.0018723276,0.00018922999,0.00048108102,0.0010006065,0.0022722501,0.0024120156,0.0045780507,0.00051649124,0.0019852137,0.0078908615,0.010349755,0.0048048235,4.5472254e-05
23,0.011997085,0.014855999,0.014608083,0.0018693254,0.00071650476,0.0055766567,0.0017266367,0.0057449033,0.00040805817,0.004382719,0.00781243,0.0037043048,0.0027082232,0.005104294,0.0009814205,0.00080046314,0.0005063636,0.008867419,0.0022806076,0.0036302304,0.00080735574,0.0035788673,0.007636638,0.0003647508,0.0027299076,0.002440245,0.0005910562
24,0.0011231829,0.00859624,0.0014785519,0.0020585202,0.00892902,0.0007216862,0.00018287079,0.0011574329,0.0061188866,0.0072621047,0.0047500934,0.009758411,0.010726066,0.011751041,0.0037524665,0.0012489306,0.0021598567,0.00044417073,0.004569637,0.0007233616,0.013028851,0.0025142971,0.0033015707,0.009058384,0.006321246,0.003968605,0.000111591886
25,0.009052016,0.002598016,0.0024183327,0.008995377,0.0025155796,0.00295532,0.0039179977,0.013164733,0.018167265,0.011095699,0.00086396537,0.0014668156,0.0023653312,0.0050841765,0.0071523627,0.012939945,0.011204301,0.0064126467,0.005421404,0.009102007,0.008675879,0.0040145786,0.0046262965,0.006211431,0.0026113759,0.0016813541,2.29516e-05
26,0.0067655277,0.0016621705,0.0020830943,0.004888394,0.0012592727,0.0044861753,0.0056424425,0.001955912,0.006331039,0.0104947155,0.0024783849,0.003645055,0.0024284096,0.008518451,0.012263931,0.0038658236,0.0014025874,0.007069814,0.017635375,0.009449005,0.0072881533,0.0017911817,0.00024432476,0.0032585561,0.0053411135,0.010849677,0.003538705
27,0.0016672707,0.0080751665,0.009174467,0.007310278,0.00028975544,0.00070632267,0.0073414394,0.002297069,0.0037974003,0.0025457547,0.0030875166,0.0014402776,0.0073487298,0.0006854598,0.008520024,0.0017848463,0.0032849088,0.0015325008,0.003077847,0.0021782508,0.0010163574,0.0029346875,0.0051818034,0.004422939,0.00031603844,0.0026807806,0.0025934558
28,0.004442513,0.0018363778,0.0006506676,0.0020976726,0.0022247145,0.001982373,0.0048988797,0.0025194655,0.0055355337,0.015226623,0.0072284993,0.0023437066,0.0006306034,0.0007101264,0.0026516486,0.0052977935,0.0017164962,0.00026703897,0.0013745595,0.009059491,0.0030837718,0.004604516,0.00043701133,0.0021180518,0.0018313329,0.007686067,0.004551213
29,0.01779985,0.003162079,0.0017249217,0.00059281697,0.0035433515,0.0047581377,0.007576595,0.0049881525,0.0007585745,0.003678838,0.00463193,0.0055538323,0.0019765208,0.00079131126,0.00777226,0.0005919555,0.00045548263,0.000106380336,0.0011653494,0.0023815117,0.0041335705,0.001617925,0.0010829465,0.0005456161,0.002744846,0.0005618648,0.0044398597
