Epoch,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
11,0.0028568583,0.016809277,0.005970318,0.010193641,0.0065547847,0.041354835,0.049715307,0.046729855,0.030118363,0.068904996,0.13002498,0.10706473,0.029302754,0.027552828,0.068691246,0.0397697,0.07815306,0.115152135,0.18339045,0.039944455,0.0066576693,0.030277587,0.05006978,0.123948134,0.19816053,0.21617931,0.038283803
12,0.015721481,0.014621029,0.0088257585,0.0066334773,0.0099845305,0.042229425,0.023810264,0.031490117,0.003072171,0.021924354,0.022083096,0.017148923,0.013156161,0.019058593,0.0678656,0.01970876,0.08031561,0.033172842,0.010731535,0.049819015,0.011035407,0.0136963045,0.024068471,0.041891433,0.014633222,0.018020451,8.091651e-05
13,0.018576942,0.0126761105,0.03222116,0.01106856,0.019423641,0.011591166,0.014541022,0.043043736,0.010202539,0.014371141,0.014743958,0.0048167896,0.007486905,0.004860468,0.0032998878,0.12452474,0.013190182,0.058923148,0.03427835,0.06315992,0.030100755,0.020713469,0.0048628417,0.0406496,0.012366921,0.0180492,0.011022551
14,0.07706178,0.0017025587,0.0072362316,0.0126269385,0.023248736,0.04160278,0.023727097,0.023957768,0.0032002807,0.007557511,0.0215666,0.03126392,0.016984735,0.02016011,0.0042674346,0.011495612,0.012463807,0.015844248,0.04805526,0.039304193,0.01937907,0.055117957,0.038924918,0.026266437,0.00833759,0.0036587291,0.0050635855
15,0.0123519255,0.014270648,0.019361082,0.010301721,0.038288794,0.022513822,0.010314418,0.0046647573,0.0011123461,0.021160664,0.0066239955,0.032086976,0.05626809,0.02063139,0.0038757583,0.012147052,0.01356725,0.0052618776,0.0028195232,0.0020157308,0.012274326,0.081482105,0.011070404,0.0043025943,0.01218561,0.024447408,0.0030703195
16,0.022025127,0.0017890437,0.008978511,0.008152645,0.019042056,0.0011026231,0.017048886,0.007326348,0.00062671246,0.02085258,0.008623949,0.0016830501,0.016575327,0.042188935,0.018622138,0.017016536,0.008840408,0.0011882419,0.0034780514,0.0030464013,0.021239797,0.032569967,0.011798727,0.0010802618,0.009914814,0.029564925,0.039811216
17,0.035195004,0.050850786,0.0044871117,0.00311848,0.04450491,0.0364257,0.002067193,0.007392612,0.0024010828,0.0037208404,0.0056504756,0.029287549,0.044859335,0.008182654,0.0027478298,0.008559385,0.004300999,0.02011321,0.016079385,0.0027213276,0.015054075,0.00369026,0.008662395,0.018289138,0.022556165,0.0072438726,0.011658171
18,0.0075769736,0.012972663,0.023686046,0.005705175,0.022896998,0.040350743,0.02234832,0.01056744,0.014725356,0.010426995,0.071241304,0.020853601,0.011112325,0.009730797,0.008544032,0.008791329,0.0048763976,0.017832944,0.001199095,0.02018391,0.00033996807,0.00197336,0.015496859,0.005346389,0.00678334,0.028289668,0.021906203
19,0.009483698,0.00096074026,0.02284832,0.014374148,0.012085734,0.0024364493,0.007826931,0.002586612,0.0037556223,0.0042282892,0.017621696,0.012259893,0.013183503,0.0030710693,0.0004569616,0.003608808,0.011231042,0.010174109,0.007025402,0.0186712,0.013405431,0.0045157876,0.005324513,0.007742827,0.00486847,0.0177374,0.0011493305
20,0.013986228,0.0043731346,0.007799877,0.005459787,0.0063775377,0.006263083,0.004830794,0.00694077,0.008435645,0.00448886,0.00057617034,0.006864531,0.0022756339,0.0045542344,0.012818845,0.012704599,0.017740516,0.004951636,0.031115457,0.0060156677,0.011683717,0.020874191,0.03336638,0.005754104,0.00067142793,0.009388239,0.005612223
21,0.0081796115,0.0048919553,0.008872178,0.010442095,0.02436984,0.0058048964,0.0014593948,0.0043228953,0.0017548079,0.008711647,0.0044476697,0.004605406,0.003114069,0.0070751375,0.0058418554,0.0020374933,0.0054151835,0.0017131506,0.0014042582,0.0008585914,0.0015323178,0.003348873,0.015617963,0.00431527,0.022841875,0.052685514,0.0013586243
22,0.018318234,0.019375263,0.009390426,0.015288348,0.0021196927,0.0011044475,0.0009993066,0.010795065,0.00033251473,0.0005244243,0.0029434194,0.008252391,0.0034610946,0.013547832,0.0029808155,0.006639828,0.012337621,0.017166011,0.00043891728,0.0056093116,0.009359457,0.014200045,0.0058644237,0.0059687546,0.001857818,0.0049366644,0.011329125
23,0.011846416,0.011624563,0.014677476,0.0009819923,0.002336095,0.041663483,0.01374591,0.005864858,0.0039431625,0.0007546551,0.014987452,0.007768279,0.01919256,0.0082650855,0.0031402037,0.00059404783,0.0028154105,0.007011599,0.0030534486,0.026155006,0.0016624382,0.0046159015,0.0016758584,0.008880761,0.014237771,0.005417212,0.0036420282
24,0.0043910407,0.00085813424,0.004882807,0.014352024,0.0024447246,0.00093293557,0.0022694804,0.002799763,0.0026242896,0.0025797114,0.0033257138,0.0036467016,0.0012964435,0.0038562964,0.008269566,0.009046324,0.018005619,0.0043392736,0.0056014014,0.0023106805,0.017550364,0.00096162176,0.0018228709,0.014861378,0.00018891797,0.006010447,0.009199344
25,0.007276806,0.012675582,0.0024169625,0.0031033177,0.0050660903,0.022819351,0.004693941,0.012134288,0.0005012058,0.0020398116,0.005285325,0.0022964336,0.014898205,0.008537803,0.0034376145,0.0059045088,0.0033113498,0.002486837,0.014809751,0.005887814,0.016953811,0.0008192148,0.0021314672,0.008715383,0.013506139,0.025478635,0.0055156746
26,0.0078964345,0.0032354225,0.008707948,0.027499676,0.021950344,0.0046183146,0.0037053002,0.0082116965,0.008708842,0.0059166225,0.009848205,0.0032132359,0.00035219835,0.004787774,0.01566642,0.014091153,0.0012048957,0.0005431627,0.007470487,0.002627329,0.0012480227,0.0047418647,0.012569275,0.0073212907,0.0054601934,0.004231511,0.014996288
27,0.008674213,0.018486097,0.014652901,0.0050611096,0.021359382,0.02850486,0.017033264,0.025300518,0.012919474,0.00633547,0.0028864942,0.0041189985,0.0038674693,0.016728213,0.0059286375,0.0072018905,0.0023685128,0.0032000626,0.017319024,0.019479342,0.01822102,0.010287715,0.01697352,0.0014840317,0.0038807944,0.0038602706,0.0049991687
28,0.004702305,0.012901718,0.006351998,0.0053855507,0.005473947,0.0018619574,0.004730275,0.0030015218,0.0072853295,0.004508585,0.000100902296,0.0022063847,0.023771137,0.010418177,0.008739397,0.0020397138,0.0031664544,0.010018122,0.003588089,0.0018661778,0.00072097394,0.010414587,0.0033580265,0.0012982432,0.0006603053,0.0035593123,0.0023394998
29,0.00093076716,0.0034417186,0.0019213497,0.0008303837,0.00037646445,0.002900235,0.0014075635,0.0011248242,0.0011942957,0.0029312947,0.0016359931,0.005621905,0.02623791,0.0013587687,0.011450602,0.008837185,0.0009045226,0.00035499225,0.004855533,0.0038454037,0.008666899,0.0013885592,0.0035221216,0.0059990054,0.03529288,0.002287413,0.0003930558
